"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Griswold School District","901133900","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Griswold School District","901133900","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Griswold School District","901133900","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Griswold School District","901133900","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Griswold School District","901133900","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Griswold School District","901133900","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Groton School District","901134250","2009-2010","English Language Learner","Suspensions","Percent","14.6"
"Groton School District","901134250","2010-2011","English Language Learner","Suspensions","Percent","18.8"
"Groton School District","901134250","2011-2012","English Language Learner","Suspensions","Percent","19.8"
"Groton School District","901134250","2012-2013","English Language Learner","Suspensions","Percent","13.9"
"Groton School District","901134250","2013-2014","English Language Learner","Suspensions","Percent","11.4"
"Groton School District","901134250","2014-2015","English Language Learner","Suspensions","Percent","9.2"
"Groton School District","901134250","2015-2016","English Language Learner","Suspensions","Percent","11.5"
"Groton School District","901134250","2016-2017","English Language Learner","Suspensions","Percent","9.7"
"Groton School District","901134250","2017-2018","English Language Learner","Suspensions","Percent","12.1"
"Groton School District","901134250","2018-2019","English Language Learner","Suspensions","Percent","8.3"
"Groton School District","901134250","2019-2020","English Language Learner","Suspensions","Percent","4.3"
"Guilford School District","900934950","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Guilford School District","900934950","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Guilford School District","900934950","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Guilford School District","900934950","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Guilford School District","900934950","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Hamden School District","900935650","2009-2010","English Language Learner","Suspensions","Percent","3.5"
"Hamden School District","900935650","2010-2011","English Language Learner","Suspensions","Percent","4.2"
"Hamden School District","900935650","2011-2012","English Language Learner","Suspensions","Percent","4.7"
"Hamden School District","900935650","2012-2013","English Language Learner","Suspensions","Percent","5.2"
"Hamden School District","900935650","2013-2014","English Language Learner","Suspensions","Percent","9.2"
"Hamden School District","900935650","2014-2015","English Language Learner","Suspensions","Percent","5.3"
"Hamden School District","900935650","2015-2016","English Language Learner","Suspensions","Percent","6.9"
"Hamden School District","900935650","2016-2017","English Language Learner","Suspensions","Percent","4.7"
"Hamden School District","900935650","2017-2018","English Language Learner","Suspensions","Percent","7.4"
"Hamden School District","900935650","2018-2019","English Language Learner","Suspensions","Percent","4.5"
"Hamden School District","900935650","2019-2020","English Language Learner","Suspensions","Percent","3.9"
"Hampton School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Hampton School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Hampton School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Hartford School District","900337070","2009-2010","English Language Learner","Suspensions","Percent","19.3"
"Hartford School District","900337070","2010-2011","English Language Learner","Suspensions","Percent","15.3"
"Hartford School District","900337070","2011-2012","English Language Learner","Suspensions","Percent","16.0"
"Hartford School District","900337070","2012-2013","English Language Learner","Suspensions","Percent","18.3"
"Hartford School District","900337070","2013-2014","English Language Learner","Suspensions","Percent","17.0"
"Hartford School District","900337070","2014-2015","English Language Learner","Suspensions","Percent","16.2"
"Hartford School District","900337070","2015-2016","English Language Learner","Suspensions","Percent","12.9"
"Hartford School District","900337070","2016-2017","English Language Learner","Suspensions","Percent","12.1"
"Hartford School District","900337070","2017-2018","English Language Learner","Suspensions","Percent","11.3"
"Hartford School District","900337070","2018-2019","English Language Learner","Suspensions","Percent","9.7"
"Hartford School District","900337070","2019-2020","English Language Learner","Suspensions","Percent","9.0"
